ncbi_species_taxid	accession	ncbi_organism_name	species	fasta_file_path	ncbi_taxonomy	source	is_published
4911	Kluyveromyces marxianus NRRL Y-1190 v1.0	Kluyveromyces marxianus	Kluyveromyces marxianus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Klumarx1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces marxianus	Mycocosm	N
4918	Pachysolen tannophilus NRRL Y-2460 v1.2	Pachysolen tannophilus	Pachysolen tannophilus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Pacta1_2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Pachysolen;s__Pachysolen tannophilus	Mycocosm	Y
4919	Issatchenkia orientalis IO21 v1.0	Pichia		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/IsorIO21_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__;s__	Mycocosm	N
4924	Scheffersomyces stipitis NRRL Y-7124 v1.0	Scheffersomyces stipitis	Scheffersomyces stipitis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Schsti1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Scheffersomyces;s__Scheffersomyces stipitis	Mycocosm	N
4926	Pichia membranifaciens v2.0	Pichia membranifaciens	Pichia membranifaciens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Picme2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia membranifaciens	Mycocosm	Y
4927	Wickerhamomyces anomalus NRRL Y-366-8 v1.0	Wickerhamomyces anomalus	Wickerhamomyces anomalus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Wican1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Wickerhamomyces;s__Wickerhamomyces anomalus	Mycocosm	Y
4932	Saccharomyces cerevisiae YB210 v1.0	Saccharomyces cerevisiae	Saccharomyces cerevisiae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/SacceYB210_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Saccharomyces;s__Saccharomyces cerevisiae	Mycocosm	N
4950	Torulaspora delbrueckii CBS 1146	Torulaspora delbrueckii	Torulaspora delbrueckii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Torde1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Torulaspora;s__Torulaspora delbrueckii	Mycocosm	Y
4952	Yarrowia lipolytica FKP355 v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Yarlip1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4952	Yarrowia lipolytica PO1f v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/YarliW29_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4952	Yarrowia lipolytica NRRL Y-64008 v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/YarliY64008_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4952	Yarrowia lipolytica YB392 v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/YarliYB392_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4952	Yarrowia lipolytica YB419 v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/YarliYB419_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4952	Yarrowia lipolytica YB420 v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/YarliYB420_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4952	Yarrowia lipolytica YB566 v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/YarliYB566_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4952	Yarrowia lipolytica YB567 v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/YarliYB567_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4952	Yarrowia lipolytica YlCW001 v1.0	Yarrowia lipolytica	Yarrowia lipolytica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/YarliYlCW001_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia lipolytica	Mycocosm	Y
4955	Lachancea fermentati INRA UMR 1319	Lachancea fermentati	Lachancea fermentati	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Lacfe1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Lachancea;s__Lachancea fermentati	Mycocosm	Y
4956	Zygosaccharomyces rouxii CBS732	Zygosaccharomyces rouxii	Zygosaccharomyces rouxii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Zygro1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces;s__Zygosaccharomyces rouxii	Mycocosm	Y
4956	Zygosaccharomyces rouxii NRRL Y-64007 v1.0	Zygosaccharomyces rouxii	Zygosaccharomyces rouxii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Zygrou1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces;s__Zygosaccharomyces rouxii	Mycocosm	Y
4972	Dioszegia hungarica PDD-24b-2	Dioszegia hungarica	Dioszegia hungarica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Diohu1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia hungarica	Mycocosm	Y
4999	Kockovaella imperatae NRRL Y-17943 v1.0	Kockovaella imperatae	Kockovaella imperatae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Kocim1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cuniculitremaceae;g__Kockovaella;s__Kockovaella imperatae	Mycocosm	Y
5003	Sporidiobolus pararoseus UCDFST 68-350 v1.0	Sporobolomyces pararoseus	Sporobolomyces pararoseus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Spopa1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces pararoseus	Mycocosm	N
5016	Cochliobolus heterostrophus HAW225 v4.0	Bipolaris maydis	Bipolaris maydis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/ChetHAW225_4_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris maydis	Mycocosm	Y
5016	Cochliobolus heterostrophus Hm338 v1.0	Bipolaris maydis	Bipolaris maydis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/ChetHm338_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris maydis	Mycocosm	Y
5016	Cochliobolus heterostrophus PR1x412 v2.0	Bipolaris maydis	Bipolaris maydis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/ChetPR1x412_2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris maydis	Mycocosm	Y
5016	Cochliobolus heterostrophus PR9b v4.0	Bipolaris maydis	Bipolaris maydis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/ChetPR9b_4_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris maydis	Mycocosm	Y
5016	Cochliobolus heterostrophus C4 v6.0	Bipolaris maydis	Bipolaris maydis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/CocheC4_6_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris maydis	Mycocosm	Y
5020	Phaeosphaeriaceae sp. PMI_808 v1.0	Phaeosphaeriaceae		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/PhaPMI808_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__;g__;s__	Mycocosm	N
5025	Venturia inaequalis	Venturia inaequalis	Venturia inaequalis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Venin1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia;s__Venturia inaequalis	Mycocosm	Y
5041	Malbranchea cinnamomea CBS 34355	Malbranchea cinnamomea	Malbranchea cinnamomea	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Malci1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Malbrancheaceae;g__Malbranchea;s__Malbranchea cinnamomea	Mycocosm	N
5046	Acremonium strictum DS1bioAY4a v1.0	Sarocladium strictum	Sarocladium strictum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Acrst1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__Sarocladium strictum	Mycocosm	N
5046	Sarocladium strictum UNK v1.0	Sarocladium strictum	Sarocladium strictum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Sarstr1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__Sarocladium strictum	Mycocosm	N
5052	Aspergillus angustatus CBS 273.65 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspang1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus aureoluteus CBS 105.55 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspaurlut1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus igneus CBS 466.65 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspign1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus israelensis CBS 140627 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspisr1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus megasporus DTO 048-I3 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspmeg1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus neocaesiellus DTO 356-D2 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspneoca1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus paleaceus CBS 498.65 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Asppal1_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus paraconicus DTO 356 C9 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspparac1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus phaeropenicillioides DTO 356-D6 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Asppha1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus punctus DTO308-D1 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Asppun1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5052	Aspergillus spiritus DTO 241-G7 v1.0	Aspergillus		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspspir1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__;s__	Mycocosm	N
5053	Aspergillus aculeatus ATCC16872 v1.1	Aspergillus aculeatus	Aspergillus aculeatus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspac1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus aculeatus	Mycocosm	Y
5059	Aspergillus parvisclerotigenus CBS 121.62 v1.0	Aspergillus flavus	Aspergillus flavus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Asppari1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus flavus	Mycocosm	Y
5060	Aspergillus giganteus CBS 515.65 v1.0	Aspergillus giganteus	Aspergillus giganteus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspgig1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus giganteus	Mycocosm	N
5061	Aspergillus niger ATCC 13496 v2.0	Aspergillus niger	Aspergillus niger	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspni_13496_2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus niger	Mycocosm	N
